Date Completed,Item Code,Item Name,Qty.,Serial Number,Asset Code,Ship From,Ship To,Justification
03 August 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,ipNX HQ,Required for management of cables in ipNX VI Office
13 July 2017,INS-005101,Fibre Heat Shrink,2, , ,Ikeja Store,Ikate roundabout Lekki lagos,"For maintenance at Ikate rounabout, Fiber cut affecting customers at Lekki/VGC axis. "
13 July 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,2, , ,Ikeja Store,Ikate roundabout Lekki lagos,"For maintenance at Ikate rounabout, Fiber cut affecting customers at Lekki/VGC axis. "
13 July 2017,TOL-171074,FHD-ACC-CLAMP910,2, , ,Ikeja Store,"Amplify Digital Agency 3rd Floor Suite 305, 56 Opebi  Lagos",To restore outage on customers MST.
13 July 2017,TOL-18001,FDSC-SHTH-REP-24,2, , ,Ikeja Store,"Amplify Digital Agency 3rd Floor Suite 305, 56 Opebi  Lagos",To restore outage on customers MST.
14 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,100, , ,UPS Warehouse,"Amplify Digital Agency 3rd Floor Suite 305, 56 Opebi  Lagos",to restore service to customers MST
13 July 2017,INS-005101,Fibre Heat Shrink,2, , ,HQ Store,Ikate roundabout Lekki lagos,for service restoration at ikate  roundabout Lekki. 
14 July 2017,CAB-005112,5m SC-SC Multimode Patch cords,1, , ,Ikeja Store,VI-HQ BST,To be used between HQ-P and HQ-PE01 routers
13 July 2017,CAB-70100,Hardened Drop Cables 90m,1, , ,Ikeja Store,"POLICE COOPERATIVE,POLICE COLLEGE OBA AKINJOBI","pulling of drop cable to bring up police cooperative college, ikeja."
13 July 2017,INS-80230,Face plate,1, , ,Ikeja Store,"POLICE COOPERATIVE,POLICE COLLEGE OBA AKINJOBI","pulling of drop cable to bring up police cooperative college, ikeja."
13 July 2017,TOL-18001,FDSC-SHTH-REP-24,1, , ,Ikeja Store,"POLICE COOPERATIVE,POLICE COLLEGE OBA AKINJOBI","pulling of drop cable to bring up police cooperative college, ikeja."
13 July 2017,TOL-17049,ONT,1,CIGGB0905130, ,HQ Store,Rilwan Oluwarotimi Dawodu  4B Amodu Tijani Close VI.,"Modem replacement for the mentioned customer ( This is the stop gap to restore the customer's service, once wifi modems are delivered to store we will retrieve the modem and replace it with a wifi modem)"
13 July 2017,TOL-17049,ONT,1,CIGGB0904412, ,HQ Store,"Kola Adewale.  Adeola Odeku Str, Victoria Island,","Modem replacement for the mentioned customer ( This is the stop gap to restore the customer's service, once wifi modems are delivered to store we will retrieve the modem and replace it with a wifi modem)"
13 July 2017,CAB-005200,2m SC-SC single mode apc patch cord,3, , ,HQ Store,"SWIFT TALK, GTBank 1 Obadeyi off St Gregory. Ikoyi Lagos.",Activation.
13 July 2017,TOL-17049,ONT,1,CIGGB0905355, ,HQ Store,"SWIFT TALK, GTBank 1 Obadeyi off St Gregory. Ikoyi Lagos.",Activation.
13 July 2017,TOL-17049,ONT,1,CIGGB0904639, ,HQ Store,Hotel Solitude Ltd 2 Water Corporation Rd Maroko VI.,"Modem replacement for the mentioned customer ( This is the stop gap to restore the customer's service, once wifi modems are delivered to store we will retrieve the modem and replace it with a wifi modem)"
14 July 2017,INS-80002,Scotch tape,1, , ,Port Harcourt Store,WOJI (ELITOR) BST,cut over to rocket 
14 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,360, , ,UPS Warehouse,Ikate roundabout Lekki lagos,for restoration of fibre cut at ikate roundabout
14 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,480, , ,UPS Warehouse,Ikate roundabout Lekki lagos,for restoration of fibre cut at ikate roundabout
14 July 2017,TOL-13001, 11m Foreign Treated Wooden Poles,3, , ,Ikeja Store,Ikate roundabout Lekki lagos,for restoration of outage at ikate rounabout
14 July 2017,CAB-70053,24 Core Fibre Optic Cable-Local,350, , ,UPS Warehouse,LIVERPOOL ROAD APAPA LAGOS,To restore the backbone cable serving the Commercial road cabinet.
14 July 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,To restore the backbone cable serving commercial road.
14 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,To restore the backbone cable serving commercial road.
14 July 2017,TOL-17084,Fibre Closure (Splice Case) for 96 fibres.,1, , ,Ikeja Store,LIVERPOOL ROAD APAPA LAGOS,To restore the backbone cable serving commercial road.
26 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,250, , ,UPS Warehouse,Teni Zaccheaus,being used for maintenance in a bid to restore an MST fault affecting this customer and 2 other 
14 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,500, , ,UPS Warehouse,Teni Zaccheaus,being used for maintenance in a bid to restore an MST fault affecting this customer and 2 other
14 July 2017,TOL-17049,ONT,1,CIGGB0905014, ,HQ Store,"SWIFT TALK, GTBank 1 Obadeyi off St Gregory. Ikoyi Lagos.",Activation.
14 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"Yaba Base Station, 36 Moleye Street, Alagomeji, Yaba, Lagos",For Installation.
17 July 2017,CAB-70095,Hardened Drop Cables 50m,1, , ,Port Harcourt Store,"JEREMIAH MBAMALU House 25,  road 214 FHA Port Harcourt",Activation of new Customer
17 July 2017,CAB-70097,Hardened Drop Cables 130m,1, , ,Port Harcourt Store,"JEREMIAH MBAMALU House 25,  road 214 FHA Port Harcourt",Activation of new Customer
17 July 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,"JEREMIAH MBAMALU House 25,  road 214 FHA Port Harcourt",Activation of new Customer
17 July 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,"JEREMIAH MBAMALU House 25,  road 214 FHA Port Harcourt",Activation of new Customer
17 July 2017,INS-80230,Face plate,2, , ,Port Harcourt Store,"JEREMIAH MBAMALU House 25,  road 214 FHA Port Harcourt",Activation of new Customer
17 July 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,"JEREMIAH MBAMALU House 25,  road 214 FHA Port Harcourt",Activation of new Customer
17 July 2017,CAB-070155,12 core fiber optic cable-Foreign,200, , ,UPS Warehouse,Nwabuike Charles - Xpress Payment Solutions Ltd.,To restore the service to the backbone cable damaged by rats.
17 July 2017,TOL-17235,MST-0JXX00-A0350UM,2, , ,UPS Warehouse,Ikota Villa Estate LOT 1,"To power Ikota Villa Estate project  Road 25(x 3), Road26(x 2), Road(x 6) "
17 July 2017,TOL-17235,MST-0JXX00-A0350UM,9, , ,UPS Warehouse,Ikota Villa Estate LOT 1,"To power Ikota Villa Estate project  Road 25(x 3), Road26(x 2), Road(x 6) "
17 July 2017,TOL-171102,MST-0JXX00-A0050UM,2, , ,UPS Warehouse,Ikota Villa Estate LOT 1,To power Ikota Villa Estate project. Road 25(2)
17 July 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,"FCMB  Mothercat Junction, Trans Amadi, Port Harcourt",maintenance at FCMB Trans Amadi
26 July 2017,TOL-171012,MST-0JRH00-A10UM,2, , ,Ikeja Store,Ikota Villa Estate LOT 1,To power ikota Villa Estate project Road 26( x2)
26 July 2017,CAB-70053,24 Core Fibre Optic Cable-Local,170, , ,UPS Warehouse,Ikota Villa Estate LOT 1,To power the first Cabinet in Lot 1
18 July 2017,OFDR-B-01-8U ,OFDR-B-01-8U ,2, , ,Ikeja Store,First Bank Data Centre IGAMU LAGOS,needed for the activation of the above location
18 July 2017,CAB-070155,12 core fiber optic cable-Foreign,175, , ,HQ Store,Segun Babalogbon Venus 8 Treasure Gardens Estate Ikate.,for link restoration
26 July 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,Ikeja Store,Temitope OlagbayI.7B Jubril Amina Street Parkview  Ikoyi        ,To be used for maintenance in a bid to resolve a fibre fault on a segment of the drop cable serving this customer.
02 August 2017,CAB-70151,OCJ-S2-05MASCA-S2,4, , ,Ikeja Store,Ikota Villa Estate LOT 1,For Ikota Villa Project
18 July 2017,INS-80001,insulation tape,1, , ,Port Harcourt Store,MINI-OKORO BST,Installation of 3.5KVA Sukam Inverter  using IHS Battery bank for Miniokoro BTS
18 July 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,MINI-OKORO BST,Installation of 3.5KVA Sukam Inverter  using IHS Battery bank for Miniokoro BTS
26 July 2017,TOL-171074,FHD-ACC-CLAMP910,5, , ,Ikeja Store,"UBA  .9, Wharf Road Apapa Lagos",to restore service to customers MST.
19 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,40, , ,UPS Warehouse,GTB.ST. Gregory road Ikoyi,To be used for maintenance affecting a segment of the drop cable affecting GTBank
19 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,210, , ,UPS Warehouse,GTB.ST. Gregory road Ikoyi,To be used for maintenance affecting a segment of the drop cable affecting GTBank
19 July 2017,INS-80230,Face plate,1, , ,Ikeja Store,GTB.ST. Gregory road Ikoyi,To be used for maintenance affecting a segment of the drop cable affecting GTBank.
19 July 2017,OFDR-B-01-8U ,OFDR-B-01-8U ,1, , ,Ikeja Store,GTB.ST. Gregory road Ikoyi,To be used for maintenance affecting a segment of the drop cable affecting GTBank.
26 July 2017,CAB-70053,24 Core Fibre Optic Cable-Local,506, , ,UPS Warehouse,"HORIZON 2 PHASE 1 ESTATE, MEADOW WAY LEKKI",For FTTH deployment
20 July 2017,CAB-70150,OCJ-S2-03MASCA-S2,1, , ,Ikeja Store,"HORIZON 2 PHASE 1 ESTATE, MEADOW WAY LEKKI", For FTTH deployment  
20 July 2017,CAB-70151,OCJ-S2-05MASCA-S2,11, , ,Ikeja Store,"HORIZON 2 PHASE 1 ESTATE, MEADOW WAY LEKKI", For FTTH deployment  
19 July 2017,TOL-17090,FPS-MPP1JJJ,1, , ,HQ Store,"FEMI OKUNNU ESTATE PHASE 3,LEKKI",To replace the damaged splitter at femi okunnu giving out high loss.
19 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602848, ,Ikeja Store,Benedict Popo No.7 Rumens Road Ikoy Lagos,Required for replacement of ONT at customer location
20 July 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,Camillus Asiafa Road 32 House 4 FHA Port Harcourt,Maintenance carried out at Customer site
19 July 2017,CAB-70131 ,OC-ADK-S2-S2-NNCS,2, , ,HQ Store,MEDALLION BST,Maintenance at Medallion
20 July 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,"Vascon Solutions Dev. Km 18 Lekki - Epe Express way,Lekki",To be used for service restoration for the subject customer. 
20 July 2017,CAB-070155,12 core fiber optic cable-Foreign,250, , ,HQ Store,"Vascon Solutions Dev. Km 18 Lekki - Epe Express way,Lekki",For link restoration.
20 July 2017,TOL-17111,OFDR-B-01-8U,1, , ,HQ Store,"Vascon Solutions Dev. Km 18 Lekki - Epe Express way,Lekki",For link restoration.
21 July 2017,TOL-171102,MST-0JXX00-A0050UM,1, , ,UPS Warehouse,"Backbone Extension 30, Femi Okunnu str, Ikoyi.",Backbone Extension Project
21 July 2017,CAB-070155,12 core fiber optic cable-Foreign,450, , ,HQ Store,"Backbone Extension 30, Femi Okunnu str, Ikoyi.",Backbone Extension Project 
21 July 2017,TOL-17090,FPS-MPP1JJJ,6, , ,Ikeja Store,Ikota Villa Estate LOT 1,For Ikota Villa Estate project
21 July 2017,CAB-70150,OCJ-S2-03MASCA-S2,3, , ,Ikeja Store,Ikota Villa Estate LOT 1,For Ikota Villa Estate project
21 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,7, , ,HQ Store,Ikate roundabout Lekki lagos,Cable 1 used during service restoration to VGC customers
21 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,573, , ,HQ Store,Ikate roundabout Lekki lagos,Cable 1 used during service restoration to VGC customers
21 July 2017,TOL-171092,FHD-XJ1A-0150M,1, , ,Ikeja Store,"Rasheed, Adegoke No.74 Raymond Njoku Street Ikoyi Lagos",to restore service to the customer
21 July 2017,INS-80230,Face plate,2, , ,Ikeja Store,"Lohi Enegy Services Ltd - 15, Biadu street, Ikoyi Lagos",To be used for splicing within the customer location.
24 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,220, , ,HQ Store,"Adeyemi-Akisanya Associates.  Hse 5th Flr Idowu Taylor St,VI",For maintenance at location above
24 July 2017,INS-80115,Tie wrap(small),1, , ,HQ Store,"Adeyemi-Akisanya Associates.  Hse 5th Flr Idowu Taylor St,VI",For maintenance at location above
24 July 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,"Adeyemi-Akisanya Associates.  Hse 5th Flr Idowu Taylor St,VI",For maintenance at location above
21 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602847, ,Ikeja Store,SCHUBERT  RALPH,"replacement of faulty ONT at  SCHUBERT, RALPH 124 JOEL OGIUNAIKE GRA ikeja"
24 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602902, ,Ikeja Store,"OMITOWOJU, OLUFUNMILAYO No 8 Flat 10 Magbon Close, Ikoyi, Lag",Required for the replacement of faulty ONT at customer location (Omitowoju Olufunmilayo).
24 July 2017,INS-80131,Tie wraps(Big),1, , ,Port Harcourt Store,ARCO PIPLINE NIGERIA LIMITED 69/70 WOJI ROAD GRA PORT HARCOURT,new installation at Arco Pipeline Ltd
26 July 2017,TOL-13000,8m Foreign Treated Wooden Poles,3, , ,Ikeja Store,Obadeyi Street by Awolowo Road Ikoyi,For Preventive Maintenance.
25 July 2017,TOL-171099,MST-0JXX00-A0200UM,5, , ,Ikeja Store,Ikota Villa Estate LOT 1,MST for Ikota Villa estate lot 1
25 July 2017,TOL-17235,MST-0JXX00-A0350UM,9, , ,Ikeja Store,Ikota Villa Estate LOT 1,MST for Ikota Villa estate lot 1
26 July 2017,TOL-171099,MST-0JXX00-A0200UM,2, , ,Ikeja Store,Gbagada Phase 2,For the replacement of the 4 (four) faulty MSTs in Gbagada 2 project.
26 July 2017,TOL-17235,MST-0JXX00-A0350UM,2, , ,Ikeja Store,Gbagada Phase 2,For the replacement of the 4 (four) faulty MSTs in Gbagada 2 project.
26 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,640, , ,UPS Warehouse,Necom - Igbosere Lagos Island,To replace the existing cable along the route - buffers and cores on existing cable are failing/failed and more cores are needed for redundancy and new projects.
26 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,1080, , ,UPS Warehouse,Necom - Igbosere Lagos Island,To replace the existing cable along the route - buffers and cores on existing cable are failing/failed and more cores are needed for redundancy and new projects.
25 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860293B, ,Ikeja Store,"Ghana Consulate-General  12b Oba Akinjobi GRA , Ikeja, Lagos","Replacement of faulty ONT at Ghana consulate 12b oba akinjobi GRA, ikeja, Lagos"
26 July 2017,CAB-070155,12 core fiber optic cable-Foreign,480, , ,UPS Warehouse,"Old Abebe Village road, 0ff Eric Moore, Iganmu, Lagos.",For MST maintenance at the location.
25 July 2017,INS-80230,Face plate,1, , ,Ikeja Store,"Old Abebe Village road, 0ff Eric Moore, Iganmu, Lagos.",For MST maintenance at the location.
25 July 2017,INS-80230,Face plate,3, , ,Ikeja Store,"Old Abebe Village road, 0ff Eric Moore, Iganmu, Lagos.",For MST maintenance at the location.
25 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,300, , ,HQ Store,Ikate roundabout Lekki lagos,for service restoration
25 July 2017,INS-005101,Fibre Heat Shrink,2, , ,HQ Store,Ikate roundabout Lekki lagos,for service restoration
25 July 2017,INS-80115,Tie wrap(small),2, , ,HQ Store,Ikate roundabout Lekki lagos,for service restoration
26 July 2017,TOL-17111,OFDR-B-01-8U,1, , ,Ikeja Store,WINSTON ESTATE LEKKI LAGOS,"For the splicing of Winston Terraces, Off Meadow Hall Way, Elegushi, Lekki."
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186028AD, ,HQ Store,Desiree Osunsina. Hse A49 Str A3 Chevron Drv Carlton Gate Est,for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186029BF, ,HQ Store,"Oyeka, Chike Chiedu. Road 49 House Q50, Lekki, VGC, Lagos",for modem replacement
03 August 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186028FB, ,HQ Store,Babatude Adeboye Flat G4 Bekkies Place LA NG,for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186028A6, ,HQ Store,Richard Edet  Plot F20 Close 50 VGC,for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602939, ,HQ Store,Adeniyi Aderinto 42 Regal Seaveiw Estate Lekki Lagos.,for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860297F, ,HQ Store,"Adedayo, Olu block 1B Flat 303, Safecourt Apartment, Lagos",for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186028D8, ,HQ Store,"Minerva Legal 18B Omorinre Johnson Street , Lekki",for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860299A, ,HQ Store,"ADETOLA BADEMOSI Plt 8D Blk 136 UPDC Estate Road Lekki,Ph1",for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602856, ,HQ Store,Ajayi Mofoluso.94B Jide Oki Str Off Ligali Ayorinde,The customer has agreed to make payment. confirmation mail attached. 
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186028B0, ,HQ Store,"Kola Adewale 8A  Adeola Odeku Str, Victoria Island.","Modem replacement for the customer, proof of payment attached. "
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602923, ,HQ Store,"Ayuli Jemide Road 58House 169, Lekki, VGC, Lagos",for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860288C, ,HQ Store,"INYANG OWEN JOSEPH  18D Femi Okunnu Est, Phase 2, Lekki",for modem replacement
26 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860282B, ,HQ Store,"OLORODE, FOLAHAN,18 VICTOR OSIME STR STILL WATERS EST.",For modem replacement
26 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,ILUPEJU BST,To be used for cut-over to Radwin
26 July 2017,CAB-070155,12 core fiber optic cable-Foreign,100, , ,HQ Store,GTB Slick Bar VGC lagos VGC lagos,"To be used for restoration of service at  GTB, Slicks bar VGC"
26 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,627, , ,HQ Store,"Total Nig. Ltd. @Eko Tower, Ademola Adetokunbo Street, V.I",To extend backbone connection from the junction of Younis Bashorun Street to Oyin jolayemi cabinet so as to power up a proposed MST that is to serve Total Nig. Ltd..
26 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,810, , ,HQ Store,"Total Nig. Ltd. @Eko Tower, Ademola Adetokunbo Street, V.I",To extend backbone connection from the junction of Younis Bashorun Street to Oyin jolayemi cabinet so as to power up a proposed MST that is to serve Total Nig. Ltd..
26 July 2017,TOL-17090,FPS-MPP1JJJ,1, , ,HQ Store,"Total Nig. Ltd. @Eko Tower, Ademola Adetokunbo Street, V.I",To extend backbone connection from the junction of Younis Bashorun Street to Oyin jolayemi cabinet so as to power up a proposed MST that is to serve Total Nig. Ltd..
27 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,Operation and Maintenance unit_ipNX  Ikeja GRA Lagos,for office use
27 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,100, , ,HQ Store,Wicklow Group @ No. 21 Boyles Street.,For maintenance at location above
27 July 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,HQ Store,Wicklow Group @ No. 21 Boyles Street.,For maintenance at location above
27 July 2017,INS-80131,Tie wraps(Big),1, , ,HQ Store,Wicklow Group @ No. 21 Boyles Street.,For maintenance at location above
27 July 2017,INS-80131,Tie wraps(Big),3, , ,Ikeja Store,MARINA BST,To be use for running of cable for cyber space LTE installation 
27 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186029E4, ,HQ Store,Coure Software & System.15B Joseph Str. Eleganza Blding Marina,The customer has agreed to make payment. 
27 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860291F, ,Ikeja Store,"Akar Talal- Ikeja, Lagos",ONT replacement at customer's location.
27 July 2017,TOL-13001, 11m Foreign Treated Wooden Poles,2, , ,Ikeja Store,Ikate roundabout Lekki lagos,for restoration of outage affecting updc cabinet
28 July 2017,CAB-070055,96 Core Fibre Optic Cable-Foreign,200, , ,HQ Store,Ikate Roundabout  Lekki.,for link restoration to UPDC and Goshen
28 July 2017,TOL-171099,MST-0JXX00-A0200UM,7, , ,Ikeja Store,Ikota Villa Estate LOT 1,To be used at Ikota Villa Estate project
28 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,"Total Health Care Centre @10, Agoro Odiyan Street, VI.  ",For installation.
28 July 2017,TOL-17049,ONT,1,CIGGB0904412, ,HQ Store,Lakeshore Cancer Centre,For replacement at location above
28 July 2017,CAB-70158,FHD-XJ1A-0200M,1, , ,Ikeja Store,Gbagada Phase 2,For the replacement of a bad MST previously issued by SCM.
28 July 2017,TOL-17090,FPS-MPP1JJJ,1, , ,Ikeja Store,Gbagada Phase 2,For the replacement of a bad MST previously issued by SCM.
28 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,APAPA 2 BST,For Radwin radio installation.
28 July 2017,INS-80230,Face plate,1, , ,Ikeja Store,Alao Fatimah.,Required for service restoration inside the customer's location
28 July 2017,INS-80230,Face plate,2, , ,Ikeja Store,"Omeruah Enobong - Abayomi drive, Ikoyi",Required for maintenance and service restoration at customer location
28 July 2017,OFDR-B-01-8U ,OFDR-B-01-8U ,1, , ,Ikeja Store,"Omeruah Enobong - Abayomi drive, Ikoyi",Required for maintenance and service restoration at customer location
28 July 2017,TOL-171099,MST-0JXX00-A0200UM,1, , ,Ikeja Store,"Omeruah Enobong - Abayomi drive, Ikoyi",Required for maintenance and service restoration at customer location
28 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602906, ,HQ Store,"Manotel Technologies Limited 16B, Omorinre Johnson Str, Lekki.",for modem replacement
28 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186029B9, ,HQ Store,"Rosiji, Solabomi  Road 26 House C1B Entrance on Road 6 VGC LA",for modem replacement
28 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,NAFDAC_Mobil Road Apapa,For Radwin radio installation.
28 July 2017,INS-80131,Tie wraps(Big),1, , ,Ikeja Store,LeadSpace Ltd- Ojodu Berger Lagos.,For installation of microwave radio
31 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG186029C4, ,HQ Store,"Ekstraordinary World Lifestyle LTD.  Hse 4, 15, Ologun Agbaje",For replacement at location above
31 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602858, ,HQ Store,Rilwan Oluwarotimi Dawodu  4B Amodu Tijani Close VI.,For replacement at location above
28 July 2017,CAB-70151,OCJ-S2-05MASCA-S2,4, , ,Ikeja Store,"Dangote - Oba Akran Road, Ikeja Lagos",Required for service restoration at the cabinet for Dangote
31 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG1860286A, ,HQ Store,"Mdeihli Karim 11 Amodu Tijani Close, Victoria Island.",For replacement at location above
31 July 2017,CAB-70053,24 Core Fibre Optic Cable-Local,261, , ,UPS Warehouse,COMMERCIAL ROAD APAPA LAGOS,To resolve outage affecting customers on commercial road cabinet
31 July 2017,INS-005101,Fibre Heat Shrink,1, , ,Ikeja Store,COMMERCIAL ROAD APAPA LAGOS,To resolve outage affecting customers on commercial road cabinet 
31 July 2017,CAB-70092,Hardened Drop Cables 100m,1, , ,Port Harcourt Store,Wilson Andrew House 213 tag 28 FHA Port Harcourt,Activation of new  Customer
31 July 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,Wilson Andrew House 213 tag 28 FHA Port Harcourt,Activation of new  Customer
31 July 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,Wilson Andrew House 213 tag 28 FHA Port Harcourt,Activation of new  Customer
31 July 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,Wilson Andrew House 213 tag 28 FHA Port Harcourt,Activation of new  Customer
31 July 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,Wilson Andrew House 213 tag 28 FHA Port Harcourt,Activation of new  Customer
31 July 2017,CAB-70092,Hardened Drop Cables 100m,1, , ,Port Harcourt Store,Pius Ajabhu Road 315 house 12 FHA Port Harcourt,Activation of new customer
31 July 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,Pius Ajabhu Road 315 house 12 FHA Port Harcourt,Activation of new customer
31 July 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,Pius Ajabhu Road 315 house 12 FHA Port Harcourt,Activation of new customer
31 July 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,Pius Ajabhu Road 315 house 12 FHA Port Harcourt,Activation of new customer
31 July 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,Pius Ajabhu Road 315 house 12 FHA Port Harcourt,Activation of new customer
31 July 2017,CAB-70130,OCJ-S2-02MASCA-S2,1, , ,Port Harcourt Store,Obinya Ikhayere william House 22 Road 31 FHA Port Harcourt,Activation of new customer
31 July 2017,CAB-70131,OC-ADK-S2-S2-NNC2,1, , ,Port Harcourt Store,Obinya Ikhayere william House 22 Road 31 FHA Port Harcourt,Activation of new customer
31 July 2017,INS-80230,Face plate,1, , ,Port Harcourt Store,Obinya Ikhayere william House 22 Road 31 FHA Port Harcourt,Activation of new customer
31 July 2017,TOL-1788,Pigtails,1, , ,Port Harcourt Store,Obinya Ikhayere william House 22 Road 31 FHA Port Harcourt,Activation of new customer
31 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602959, ,HQ Store,Babatunde Ladipo House D8 Goshen Estate.,For modem replacement
31 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602824, ,HQ Store,Hotel Solitude Ltd 2 Water Corporation Rd Maroko VI.,For replacement at location above
31 July 2017,TOL-17049,ONT,1,CIGGB0904639, ,HQ Store,"Tunde Oyelola House J3 , Goshen Beach Estate, Lekki,",For modem replacement
09 August 2017,TOL-17111,OFDR-B-01-8U,1, , ,HQ Store,"Backbone Extension 30, Femi Okunnu str, Ikoyi.",Backbone Extension Project.
31 July 2017,TOL-13001, 11m Foreign Treated Wooden Poles,3, , ,Ikeja Store,"Bishop Abayode Cole, Victoria Island Lagos",Installation of poles at location above
31 July 2017,TOL-17248,RAISECOM ISCOM (HT803G-W),1,RCMG18602947, ,HQ Store,"Adenike Tinubu Ashley Mews, 1 Olori Mojisola Avenue,Ikoyi","Required for replacement of faulty ONT at customer location, Adenike Tinubu"
31 July 2017,CAB-070056,4 Core Fibre Optic Cable-Foreign,147, , ,UPS Warehouse,Muyhammed Folawiyo 17 Queens Derive ikoyi Lagos,Carrying out Maintenance at Muhammad Folawiyo 17 Queens Drive ikoyi 
01 August 2017,INS-80119,GP-Y (FTTH Wall Box),2, , ,Ikeja Store,Muyhammed Folawiyo 17 Queens Derive ikoyi Lagos,Carrying out Maintenance at Muhammad Folawiyo 17 Queens drive ikoyi 
